,price,bedrooms,bathrooms,sf,link,year_built,lot_size,view_description,on_waterfront,house_style,new_construction,garage_spaces
0,"$498,000", 3,5 ba,"4,387 sqft",https://www.zillow.com/homedetails/6182-Tyson-Rd-Reading-VT-05153/92047307_zpid/,2004,"219,107 Acres", Mountain(s),{}, Cape, No, 3
0,"$925,000", 3,4 ba,"2,016 sqft",https://www.zillow.com/homedetails/220-Black-Bear-Holw-Waterbury-VT-05676/75471232_zpid/,1998,"1,990,692 Acres", Mountain(s),{}, Colonial, No, 4
0,"$289,000", 5,2 ba,"2,000 sqft",https://www.zillow.com/homedetails/2230-Pepin-Rd-Brownington-VT-05860/75451127_zpid/,2009,"453,024 Acres",{},{}, Colonial, No, 4
0,"$625,000", 3,2 ba,"1,900 sqft",https://www.zillow.com/homedetails/365-Glinnis-Rd-West-Berlin-VT-05663/115807782_zpid/,1890,"8,842,680 Acres",{}, Yes," Cape,Farmhouse", No, 2
0,"$275,000", 4,1 ba,937 sqft,https://www.zillow.com/homedetails/20-Iodine-Springs-St-South-Hero-VT-05486/231167717_zpid/,1969,"113,256 Acres",{},{}, Cabin, No, 0
0,"$499,000", 5,5 ba,"2,085 sqft",https://www.zillow.com/homedetails/150-171-Benson-Rd-Richford-VT-05476/2080350269_zpid/,1992,"6,011,280 Acres",{}, Yes," Farmhouse,Historic Vintage,Log Cabin", No, 5
0,"$225,000", 3,2 ba,"1,600 sqft",https://www.zillow.com/homedetails/26-Lake-St-Alburg-VT-05440/92003381_zpid/,2021,"21,780 Acres",{},{}, Raised Ranch, No, 1
0,"$457,675", 3,2 ba,"1,898 sqft",https://www.zillow.com/homedetails/116-Two-Brothers-Dr-South-Burlington-VT-05403/2077540405_zpid/,No Data,$153/mo,{},{}, Multi Level, Yes, 2
0,"$985,000", 6,8 ba,"6,506 sqft",https://www.zillow.com/homedetails/23-Highland-Rd-Springfield-VT-05156/217746801_zpid/,1811,"190,793 Acres", Mountain(s),{}, Federal, No, 3
0,"$259,900", 4,2 ba,"1,728 sqft",https://www.zillow.com/homedetails/561-Shipyard-Bay-Rd-Highgate-VT-05459/2083974967_zpid/,1920,"20,038 Acres",{}, Yes, Cottage/Camp, No, 2
0,"$209,000", 4,2 ba,"1,532 sqft",https://www.zillow.com/homedetails/101-Chimney-Hill-Rd-Wilmington-VT-05363/235266482_zpid/,1970,"$1,205/yr",{},{}, Chalet, No, 0
0,"$95,000", 2,2 ba,"1,152 sqft",https://www.zillow.com/homedetails/1851-State-Highway-105-Island-Pond-VT-05846/2077138444_zpid/,2009,"47,916 Acres",{},{}, Cottage/Camp, No, 0
0,"$299,000", 4,4 ba,"2,400 sqft",https://www.zillow.com/homedetails/19-Edwards-Village-Loop-West-Dover-VT-05356/235253936_zpid/,1979,"47,480 Acres",{},{}, Colonial, No, 0
0,"$244,900", 4,3 ba,"2,282 sqft",https://www.zillow.com/homedetails/401-Jefferson-Hts-Bennington-VT-05201/75421197_zpid/,1950,"10,890 Acres",{},{}, Cape, No, 1
0,"$555,000", 3,2 ba,"2,956 sqft",https://www.zillow.com/homedetails/190-Red-Maple-Ln-Randolph-Center-VT-05061/2076666378_zpid/,2006,"744,876 Acres",{},{}," Contemporary,Farmhouse,Multi Level,Post and Beam", No, 2
0,"$425,000", 3,2 ba,"2,428 sqft",https://www.zillow.com/homedetails/375-E-Hill-Rd-Eden-VT-05653/2138679366_zpid/,1964,"47,916 Acres"," Mountain(s), Water", Yes, Cape, No, 2
0,"$689,000", 12,5 ba,"7,400 sqft",https://www.zillow.com/homedetails/267-Academy-Rd-Whitingham-VT-05342/92039299_zpid/,2007,"1,454,904 Acres", Mountain(s), Yes," Carriage,Multi Level,New Englander", No, 2
0,"$395,000", 6,4 ba,"3,240 sqft",https://www.zillow.com/homedetails/56-Upper-Highlands-Loop-West-Dover-VT-05356/2077374674_zpid/,1983,"28,314 Acres",{},{}, Chalet, No, 0
0,"$699,500", 3,4 ba,"3,700 sqft",https://www.zillow.com/homedetails/1535-Lime-Kiln-Rd-Charlotte-VT-05445/59817623_zpid/,2001,"808,909 Acres", Mountain(s),{}," Colonial,Contemporary", No, 4
0,"$294,500", 3,3 ba,"2,280 sqft",https://www.zillow.com/homedetails/1121-Burke-Green-Rd-East-Burke-VT-05832/2081190436_zpid/,2002,"449,104 Acres", Mountain(s),{}, Raised Ranch, No, 2
0,"$479,000", 5,4 ba,"5,794 sqft",https://www.zillow.com/homedetails/428-Town-Hill-Rd-Whitingham-VT-05361/235265214_zpid/,1833,"378,972 Acres", Mountain(s), Yes, Colonial, No, 6
0,"$225,000", 3,3 ba,"2,136 sqft",https://www.zillow.com/homedetails/99-Golf-Course-Rd-Richford-VT-05476/81612399_zpid/,2004,"54,014 Acres", Mountain(s),{}, Contemporary, No, 2
0,"$110,000", 5,3 ba,"3,276 sqft",https://www.zillow.com/homedetails/30-River-Rd-Arlington-VT-05250/115794436_zpid/,1811,"65,340 Acres",{},{}, Farmhouse, No, 0
0,"$1,295,000", 3,2 ba,"1,763 sqft",https://www.zillow.com/homedetails/1490-Arnold-Bay-Rd-Panton-VT-05491/303881751_zpid/,1987,"294,030 Acres"," Mountain(s), Water", Yes," Cottage/Camp,Ranch", No, 2
0,"$775,000", 7,4 ba,"4,004 sqft",https://www.zillow.com/homedetails/89-Bonts-Hl-Cavendish-VT-05142/303987511_zpid/,1915,"740,520 Acres",{},{}," Historic Vintage,Craftsman", No, 3
0,"$275,000", 5,3 ba,"2,986 sqft",https://www.zillow.com/homedetails/391-Wood-Ln-Brandon-VT-05733/92018067_zpid/,1960,"283,140 Acres",{},{}," Raised Ranch,Ranch", No, 1
0,"$250,000", 4,2 ba,"1,885 sqft",https://www.zillow.com/homedetails/7-Lockwood-Ave-Springfield-VT-05156/75485653_zpid/,1968,"17,424 Acres",{},{}, Ranch, No, 2
0,"$699,000", 4,3 ba,"2,772 sqft",https://www.zillow.com/homedetails/1299-Windmill-Pt-Alburgh-VT-05440/2085983707_zpid/,2004,"439,956 Acres", Mountain(s), Yes, Chalet, No, 2
0,"$499,500", 3,2 ba,"1,248 sqft",https://www.zillow.com/homedetails/613-Campbell-Rd-Sandgate-VT-05250/2089076856_zpid/,1970,"2,848,824 Acres", Mountain(s),{}, Log Cabin, No, 1
0,"$218,000", 3,1 ba,"1,151 sqft",https://www.zillow.com/homedetails/15-Beech-St-Brattleboro-VT-05301/2078420491_zpid/,1840,"6,534 Acres",{},{}," Cape,New Englander", No, 0
0,"$369,000", 7,9 ba,"4,310 sqft",https://www.zillow.com/homedetails/113-Woodshed-Rd-Jay-VT-05859/2085039406_zpid/,1900,"413,820 Acres", Mountain(s), Yes, Farmhouse, No, 0
0,"$2,750,000", 5,5 ba,"8,216 sqft",https://www.zillow.com/homedetails/30-Batten-Rd-Greensboro-Bend-VT-05842/248464448_zpid/,2015,"12,588,840 Acres", Mountain(s),{}, Adirondack, No, 3
0,"$449,000", 4,2 ba,"1,768 sqft",https://www.zillow.com/homedetails/2815-South-St-Middlebury-VT-05753/2077375453_zpid/,1977,"233,046 Acres", Mountain(s),{}, Farmhouse, No, 4
0,"$549,000", 4,2 ba,"1,658 sqft",https://www.zillow.com/homedetails/555-S-Willard-St-Burlington-VT-05401/12654715_zpid/,1927,"2,614 Acres",{},{}, Colonial, No, 1
0,"$164,900", 4,4 ba,"2,537 sqft",https://www.zillow.com/homedetails/42-Prospect-St-Newport-VT-05855/75448650_zpid/,1880,"7,405 Acres",{},{}, Colonial, No, 0
0,"$299,000", 2,2 ba,"1,536 sqft",https://www.zillow.com/homedetails/133-Cowdrey-Outlook-Bethel-VT-05032/299562194_zpid/,1989,"605,484 Acres", Mountain(s),{}, Gambrel, No, 0
0,"$85,000", 2,1 ba,714 sqft,https://www.zillow.com/homedetails/120-Morgan-St-Bennington-VT-05201/75420171_zpid/,1920,"7,405 Acres"," Mountain(s), Water", Yes, Bungalow, No, 0
0,"$265,800", 3,3 ba,"2,217 sqft",https://www.zillow.com/homedetails/1380-Town-Line-Rd-Craftsbury-Common-VT-05827/2085251000_zpid/,2010,"108,900 Acres",{}, Yes, Cape, No, 0
0,"$1,325,000", 5,5 ba,"9,469 sqft",https://www.zillow.com/homedetails/51-Depot-Rd-Colchester-VT-05446/220847227_zpid/,1810,"104,108 Acres",{},{}," Colonial,Federal,Historic Vintage", No, 4
0,"$695,000", 2,2 ba,"1,092 sqft",https://www.zillow.com/homedetails/102-Northshore-Dr-Ludlow-VT-05149/92046019_zpid/,1957,"33,977 Acres", Water, Yes," Chalet,Multi Level", No, 2
0,"$579,000", 5,4 ba,"3,744 sqft",https://www.zillow.com/homedetails/38-Melrose-Ln-Ludlow-VT-05149/217740623_zpid/,2004,"54,886 Acres",{}, Yes, Cape, No, 2
0,"$440,000", 5,2 ba,"2,300 sqft",https://www.zillow.com/homedetails/76-E-Orange-Rd-West-Topsham-VT-05086/115801350_zpid/,1875,"618,552 Acres",{}, Yes," Farmhouse,Ranch", No, 2
0,"$175,000", 4,2 ba,"2,298 sqft",https://www.zillow.com/homedetails/826-Sunderland-Hill-Rd-East-Arlington-VT-05250/81747058_zpid/,1988,"23,958 Acres", Mountain(s),{}, Cape, No, 0
0,"$414,900", 3,3 ba,"3,406 sqft",https://www.zillow.com/homedetails/13-Country-Club-Est-Swanton-VT-05488/75433741_zpid/,1988,"80,150 Acres",{},{}, Contemporary, No, 1
0,"$174,900", 3,2 ba,"1,608 sqft",https://www.zillow.com/homedetails/6-Parsons-Ave-Saint-Albans-Bay-VT-05478/75432408_zpid/,1910,"91,476 Acres",{},{}, Farmhouse, No, 0
0,"$870,000", 4,3 ba,"2,584 sqft",https://www.zillow.com/homedetails/360-Bentley-Dr-Londonderry-VT-05148/92036055_zpid/,2004,"1,282,842 Acres", Mountain(s),{}, Farmhouse, No, 2
0,"$159,900", 3,1 ba,"1,141 sqft",https://www.zillow.com/homedetails/28-Cold-Spring-Rd-Glover-VT-05839/122763369_zpid/,1950,"4,792 Acres",{},{}, Gambrel, No, 2
0,"$695,000", 4,4 ba,"3,520 sqft",https://www.zillow.com/homedetails/58-Lefevre-Way-Manchester-Center-VT-05255/305048822_zpid/,2005,"108,029 Acres", Mountain(s),{}, Colonial, No, 2
0,"$215,000", 3,1 ba,"1,335 sqft",https://www.zillow.com/homedetails/196-Randall-Dr-Guilford-VT-05301/75480690_zpid/,1973,"148,104 Acres",{},{}, Gambrel, No, 0
0,"$250,000", 3,2 ba,"2,402 sqft",https://www.zillow.com/homedetails/1-Church-St-N-Bennington-VT-05257/91994077_zpid/,1945,"13,504 Acres",{},{}, Cape, No, 2
0,"$49,000", 4,2 ba,"2,304 sqft",https://www.zillow.com/homedetails/35-Mountain-Ave-St-Johnsbury-VT-05819/81600730_zpid/,1920,"7,405 Acres",{},{}, Cape, No, 0
0,"$295,000", 3,2 ba,"2,192 sqft",https://www.zillow.com/homedetails/197-Sargents-Way-Jay-VT-05859/2124875849_zpid/,2001,"169,884 Acres",{},{}, Cape, No, 0
0,"$225,000", 3,2 ba,"1,800 sqft",https://www.zillow.com/homedetails/4413-Route-103-S-Mount-Holly-VT-05758/2077168688_zpid/,1995,"18,295 Acres",{},{}, Contemporary, No, 0
0,"$1,250,000", 4,5 ba,"5,293 sqft",https://www.zillow.com/homedetails/50-Red-Tail-Ln-Dorset-VT-05251/227698157_zpid/,1973,"368,953 Acres", Mountain(s),{}, Contemporary, No, 2
0,"$449,900", 4,4 ba,"1,985 sqft",https://www.zillow.com/homedetails/70-Jed-Shepard-Rd-Fairfax-VT-05454/75437736_zpid/,1917,"1,006,236 Acres", Mountain(s), Yes, Farmhouse, No, 0
0,"$150,000", 5,2 ba,"1,880 sqft",https://www.zillow.com/homedetails/322-Bentley-Ave-Poultney-VT-05764/75454871_zpid/,1890,"10,890 Acres",{},{}, Victorian, No, 2
0,"$770,000", 8,3 ba,"5,760 sqft",https://www.zillow.com/homedetails/7-Belknap-Brook-Rd-Tunbridge-VT-05077/92012347_zpid/,1915,"8,877,528 Acres",{},{}, Farmhouse, No, 2
0,"$49,900", 5,3 ba,"1,945 sqft",https://www.zillow.com/homedetails/17-S-Main-St-Brattleboro-VT-05301/92042398_zpid/,1870,"2,178 Acres",{},{}," A Frame,Multi Level", No, 1
0,"$219,900", 3,1 ba,"1,785 sqft",https://www.zillow.com/homedetails/1786-Kellogg-Rd-Saint-Albans-VT-05478/81612766_zpid/,1860,"58,806 Acres",{},{}, Farmhouse, No, 4
0,"$575,000", 4,4 ba,"2,019 sqft",https://www.zillow.com/homedetails/175-Dunn-Dr-Groton-VT-05046/227752475_zpid/,1879,"5,532,120 Acres", Mountain(s), Yes, Cape, No, 0
0,"$99,000", 2,2 ba,960 sqft,https://www.zillow.com/homedetails/1935-Godfrey-Rd-East-Thetford-VT-05043/75444933_zpid/,1985,"174,676 Acres",{},{},{}, No, 0
0,"$978,000", 5,4 ba,"4,158 sqft",https://www.zillow.com/homedetails/4-Gill-Ter-Ludlow-VT-05149/75480976_zpid/,1903,"27,007 Acres", Mountain(s),{}," Contemporary,Victorian", No, 0
0,"$688,000", 3,3 ba,"2,694 sqft",https://www.zillow.com/homedetails/94-Caspian-Ln-5-Shelburne-VT-05482/2078137218_zpid/,2020,$84/mo, Mountain(s),{}," Contemporary,Farmhouse,Modern Architecture", Yes, 2
0,"$129,000", 3,2 ba,"1,400 sqft",https://www.zillow.com/homedetails/30-Ticehurst-Rd-Brownington-VT-05860/92014746_zpid/,1997,"14,810 Acres",{},{},{}, No, 0
0,"$319,900", 2,2 ba,"1,040 sqft",https://www.zillow.com/homedetails/1938-Godfrey-Rd-East-Thetford-VT-05043/75444934_zpid/,1973,"290,545 Acres",{}, Yes, Ranch, No, 2
0,"$1,095,000", 3,4 ba,"3,041 sqft",https://www.zillow.com/homedetails/187-E-Hill-Rd-Woodbury-VT-05681/2079661861_zpid/,2010,"9,496,080 Acres"," Mountain(s), Water", Yes, Log Cabin, No, 3
0,"$310,000", 3,3 ba,"2,865 sqft",https://www.zillow.com/homedetails/1100-Stowell-Rd-Thetford-Center-VT-05075/92010456_zpid/,2004,"80,150 Acres",{},{}, Contemporary, No, 0
0,"$229,000", 3,2 ba,"1,500 sqft",https://www.zillow.com/homedetails/30-Mowing-Way-Wilmington-VT-05363/75478795_zpid/,1972,$595/yr,{},{}, Cape, No, 0
0,"$3,600,000", 4,5 ba,"6,822 sqft",https://www.zillow.com/homedetails/180-Birch-Hill-Ln-Norwich-VT-05055/115811458_zpid/,1999,"492,228 Acres", Mountain(s),{}, Colonial, No, 2
0,"$399,000", 4,3 ba,"2,872 sqft",https://www.zillow.com/homedetails/326-Susan-Lynn-Ln-West-Wardsboro-VT-05355/248670875_zpid/,1993,$40/mo,{},{}, Contemporary, No, 2
0,"$179,000", 1,1 ba,"1,000 sqft",https://www.zillow.com/homedetails/191-Newton-Rd-Brandon-VT-05733/220883276_zpid/,2015,"108,900 Acres",{}, Yes, Cape, No, 0
0,"$139,000", 1,1 ba,480 sqft,https://www.zillow.com/homedetails/376-White-Rd-Glover-VT-05839/2076499924_zpid/,2014,"605,484 Acres",{},{}, Cape, No, 0
0,"$92,000", 3,1 ba,"1,365 sqft",https://www.zillow.com/homedetails/92-Derby-St-Island-Pond-VT-05846/193816664_zpid/,1920,"21,344 Acres",{},{}, Cape, No, 1
0,"$919,000", 4,4 ba,"3,931 sqft",https://www.zillow.com/homedetails/932-Mcnamara-Rd-Dorset-VT-05251/91996292_zpid/,1988,"235,224 Acres",{},{}, Contemporary, No, 2
0,"$399,000", 4,2 ba,"1,728 sqft",https://www.zillow.com/homedetails/112-Horseshoe-Rd-Waitsfield-VT-05673/220914097_zpid/,1980,$550/yr,{},{},{}, No, 0
0,"$495,000", 3,3 ba,"2,220 sqft",https://www.zillow.com/homedetails/87-Grey-Ledge-Rd-Middlebury-VT-05753/75411525_zpid/,1984,"19,602 Acres",{},{}, Cape, No, 1
0,"$549,000", 3,2 ba,"2,171 sqft",https://www.zillow.com/homedetails/388-Bay-Rd-North-Ferrisburgh-VT-05473/299442213_zpid/,0,$360/yr, Water, Yes, Cape, No, 0
0,"$465,000", 2,3 ba,"1,948 sqft",https://www.zillow.com/homedetails/51-Harris-Pl-Brattleboro-VT-05301/2077445531_zpid/,2012,"3,920 Acres"," Mountain(s), Water", Yes," Contemporary,Modern Architecture,Ranch", No, 2
0,"$115,000", 2,2 ba,"1,552 sqft",https://www.zillow.com/homedetails/8-Lower-Pleasant-Valley-Rd-Cambridge-VT-05444/75441550_zpid/,1890,"19,602 Acres",{},{}, Other, No, 0
0,"$1,325,000", 4,7 ba,"7,458 sqft",https://www.zillow.com/homedetails/97-Churchill-Ln-Stowe-VT-05672/227731520_zpid/,1988,"710,899 Acres", Mountain(s), Yes, Contemporary, No, 2
0,"$129,000", 3,1 ba,"1,431 sqft",https://www.zillow.com/homedetails/341-Dover-Rd-Newfane-VT-05345/2111321445_zpid/,1870,"21,780 Acres", Water, Yes, Cape, No, 0
0,"$449,000", 7,8 ba,"4,154 sqft",https://www.zillow.com/homedetails/258-Fitch-Hill-Rd-Hyde-Park-VT-05655/92007947_zpid/,1797,"148,104 Acres",{},{}, Federal, No, 2
0,"$349,000", 7,3 ba,"3,142 sqft",https://www.zillow.com/homedetails/2543-Shunpike-Rd-Mount-Holly-VT-05758/220890186_zpid/,1972,"121,097 Acres", Mountain(s),{}, Cape, No, 0
0,"$139,000", 3,2 ba,"1,288 sqft",https://www.zillow.com/homedetails/112-Hog-Island-Rd-Swanton-VT-05488/250822827_zpid/,1967,"56,628 Acres",{}, Yes, Chalet, No, 1
0,"$2,125,000", 4,2 ba,"2,490 sqft",https://www.zillow.com/homedetails/297-Bedell-Brook-Rd-Elmore-VT-05661/75442665_zpid/,1971,"879,912 Acres",{},{}, Contemporary, No, 3
0,"$95,000", 2,1 ba,576 sqft,https://www.zillow.com/homedetails/139-Jim-Town-Rd-Danby-VT-05739/2119264777_zpid/,1995,"30,056 Acres", Mountain(s),{}," Cabin,Cottage/Camp", No, 0
0,"$1,499,000", 9,5 ba,"4,326 sqft",https://www.zillow.com/homedetails/339-Richardson-Rd-Chester-VT-05143/217735849_zpid/,2005,"9,016,920 Acres", Mountain(s), Yes," Farmhouse,Craftsman", No, 3
0,"$489,000", 3,4 ba,"4,488 sqft",https://www.zillow.com/homedetails/39-Lookout-Rd-Pittsfield-VT-05762/220891494_zpid/,2005,"56,628 Acres", Mountain(s),{}, Contemporary, No, 2
0,"$725,000", 4,4 ba,"3,400 sqft",https://www.zillow.com/homedetails/31-Sugarbush-Dr-LOT-F-Bondville-VT-05340/2076567163_zpid/,1988,"91,476 Acres", Mountain(s),{}, Multi Level, No, 5
0,"$750,000", 5,4 ba,"2,800 sqft",https://www.zillow.com/homedetails/1291-State-Route-100-Rd-Lowell-VT-05847/2077256272_zpid/,1981,"6,359,760 Acres", Mountain(s), Yes, Log Cabin, No, 1
0,"$700,000", 4,5 ba,"3,636 sqft",https://www.zillow.com/homedetails/1232-Vance-Hill-Rd-Newport-Ctr-VT-05857/122763578_zpid/,2001,"2,217,640 Acres"," Mountain(s), Water", Yes," Contemporary,Farmhouse,New Englander", No, 2
0,"$140,000", 3,3 ba,"1,712 sqft",https://www.zillow.com/homedetails/24-Lakeview-Ter-Saint-Albans-VT-05478/75430480_zpid/,1950,"10,890 Acres",{},{}, Cape, No, 1
0,"$272,000", 3,3 ba,"2,362 sqft",https://www.zillow.com/homedetails/180-David-Rd-Rutland-VT-05701/75456862_zpid/,1973,"25,265 Acres",{},{}, Raised Ranch, No, 1
0,"$725,000", 4,2 ba,"2,984 sqft",https://www.zillow.com/homedetails/237-Kinni-Kinnic-Ln-Poultney-VT-05764/115804264_zpid/,1942,"45,302 Acres",{}, Yes, Contemporary, No, 2
0,"$389,000", 3,2 ba,"1,344 sqft",https://www.zillow.com/homedetails/1358-Blockhouse-Point-Rd-North-Hero-VT-05474/2077062886_zpid/,1974,"27,878 Acres",{}, Yes, Ranch, No, 1
0,"$284,000", 3,2 ba,"2,200 sqft",https://www.zillow.com/homedetails/358-Eastern-Ave-East-Hardwick-VT-05836/227755755_zpid/,1985,"542,758 Acres"," Mountain(s), Water", Yes, Ranch, No, 3
0,"$944,000", 4,4 ba,"4,584 sqft",https://www.zillow.com/homedetails/9295-Pomfret-Rd-West-Hartford-VT-05084/303990504_zpid/,1809,"466,092 Acres",{}, Yes, New Englander, No, 2
0,"$80,000", 0,-- ba,207 sqft,https://www.zillow.com/homedetails/1721-Latham-Rd-East-Thetford-VT-05043/2077707614_zpid/,2009,"131,116 Acres", Mountain(s),{}, Cabin, Yes, 0
0,"$729,000", 3,3 ba,"3,705 sqft",https://www.zillow.com/homedetails/288-Weybridge-St-Middlebury-VT-05753/75410709_zpid/,1981,"29,185 Acres", Water, Yes, Contemporary, No, 1
0,"$549,000", 4,3 ba,"3,636 sqft",https://www.zillow.com/homedetails/3676-State-Park-Rd-Enosburg-Falls-VT-05450/75436431_zpid/,2000,"178,596 Acres", Mountain(s), Yes, Colonial, No, 2
0,"$134,500", 3,1 ba,"1,068 sqft",https://www.zillow.com/homedetails/11-Jasmin-Ln-Rutland-VT-05701/92022505_zpid/,1930,"15,682 Acres",{},{}, Ranch, No, 1
0,"$2,350,000", 3,4 ba,"3,257 sqft",https://www.zillow.com/homedetails/237-Maple-St-Stowe-VT-05672/75440739_zpid/,1820,"28,750 Acres",{},{}," Antique,Cape", No, 1
0,"$135,000", 3,1 ba,"1,824 sqft",https://www.zillow.com/homedetails/2284-Sims-Hill-Rd-Canaan-VT-05903/303826032_zpid/,1962,"13,068 Acres", Mountain(s),{}, A Frame, No, 1
0,"$235,000", 3,1 ba,"1,512 sqft",https://www.zillow.com/homedetails/583-Dunn-Mountain-Rd-Sheffield-VT-05866/2076571234_zpid/,1977,"897,336 Acres",{},{}, Log Cabin, No, 2
0,"$549,000", 5,5 ba,"3,536 sqft",https://www.zillow.com/homedetails/544-Cahoon-Farm-Rd-West-Danville-VT-05873/299240929_zpid/,1992,"930,442 Acres", Mountain(s),{}," Multi Level,Split Level", No, 3
0,"$245,000", 4,2 ba,"2,840 sqft",https://www.zillow.com/homedetails/4361-Bruce-Badger-Memorial-Danville-VT-05828/75428459_zpid/,1810,"51,401 Acres",{}, Yes, Colonial, No, 2
0,"$235,000", 4,2 ba,"1,800 sqft",https://www.zillow.com/homedetails/167-Berlin-St-Montpelier-VT-05602/2138764794_zpid/,1906,"3,920 Acres",{},{}, Other, No, 2
0,"$349,000", 2,1 ba,"1,228 sqft",https://www.zillow.com/homedetails/4735-Route-14-Sharon-VT-05065/2077412774_zpid/,1955,"43,560 Acres",{}, Yes, Bungalow, No, 0
0,"$219,000", 4,2 ba,"1,449 sqft",https://www.zillow.com/homedetails/11-River-St-Winooski-VT-05404/220878501_zpid/,1900,"3,049 Acres",{},{}, Multi Level, No, 0
0,"$570,000", 3,2 ba,"1,900 sqft",https://www.zillow.com/homedetails/11-Beebe-Hill-Rd-Pittsford-VT-05737/299445237_zpid/,2019,"151,589 Acres",{},{}, Contemporary, No, 0
0,"$55,000", 3,1 ba,980 sqft,https://www.zillow.com/homedetails/272-Stannard-Mountain-Rd-Greensboro-Bend-VT-05842/2077863028_zpid/,1993,"59,677 Acres", Water, Yes,{}, No, 0
0,"$1,299,000", 5,2 ba,"2,400 sqft",https://www.zillow.com/homedetails/1532-Morse-Hill-Road-Rd-Dorset-VT-05251/2090583109_zpid/,1900,"2,526,480 Acres",{},{}, Cape, No, 0
0,"$437,400", 3,3 ba,"2,016 sqft",https://www.zillow.com/homedetails/242-Pine-Ln-Salisbury-VT-05769/75412760_zpid/,2001,"23,958 Acres",{}, Yes, Colonial, No, 2
0,"$299,500", 4,4 ba,"2,710 sqft",https://www.zillow.com/homedetails/12-Edgewood-Ave-Barre-VT-05641/75463145_zpid/,1956,"20,038 Acres",{},{}, Ranch, No, 2
0,"$389,000", 5,4 ba,"3,696 sqft",https://www.zillow.com/homedetails/71-Lower-Birch-Cir-West-Townshend-VT-05359/304083460_zpid/,2004,$600/yr,{},{}, Colonial, No, 2
0,"$389,000", 5,4 ba,"3,696 sqft",https://www.zillow.com/homedetails/71-Lower-Birch-Cir-West-Townshend-VT-05359/304083460_zpid/,2004,$600/yr,{},{}, Colonial, No, 2
0,"$149,000", 3,2 ba,"1,400 sqft",https://www.zillow.com/homedetails/74-Pond-Loop-Wilmington-VT-05363/235266453_zpid/,1965,$102/mo, Mountain(s),{}, Split Level, No, 0
0,"$239,900", 5,3 ba,"3,694 sqft",https://www.zillow.com/homedetails/202-Highland-Ave-North-Troy-VT-05859/75450682_zpid/,1965,"108,900 Acres", Mountain(s),{}, Split Level, No, 2
0,"$595,000", 5,5 ba,"3,984 sqft",https://www.zillow.com/homedetails/382-Dover-Rd-South-Newfane-VT-05351/2146523655_zpid/,1904,"87,120 Acres"," Mountain(s), Water", Yes, Colonial, No, 0
0,"$89,000", 4,2 ba,"1,440 sqft",https://www.zillow.com/homedetails/257-Fairview-Ave-Wilmington-VT-05363/75478712_zpid/,1950,"31,799 Acres",{},{}," Cabin,Cottage/Camp", No, 0
0,"$167,000", 4,2 ba,"1,564 sqft",https://www.zillow.com/homedetails/146-Dewey-St-Bennington-VT-05201/91994382_zpid/,1900,"9,583 Acres",{},{}, Cape, No, 0
0,"$119,900", 4,2 ba,"2,580 sqft",https://www.zillow.com/homedetails/294-Caswell-Ave-Derby-Line-VT-05830/299473345_zpid/,1927,"9,148 Acres",{},{},{}, No, 3
0,"$100,000", 3,1 ba,866 sqft,https://www.zillow.com/homedetails/265-E-Main-St-North-Troy-VT-05859/2137944246_zpid/,1940,"6,970 Acres",{},{}, Multi Level, No, 0
0,"$189,000", 3,2 ba,"2,152 sqft",https://www.zillow.com/homedetails/17-Route-12-Windsor-VT-05048/248670630_zpid/,1850,"32,670 Acres",{},{}, Cape, No, 1
0,"$189,000", 4,2 ba,"1,272 sqft",https://www.zillow.com/homedetails/38-Church-St-West-Burke-VT-05871/2079047093_zpid/,1900,"21,780 Acres",{}, Yes, Cape, No, 2
0,"$469,500", 5,3 ba,"3,795 sqft",https://www.zillow.com/homedetails/148-Otter-Creek-Hwy-New-Haven-VT-05472/81622632_zpid/,1869,"365,904 Acres",{},{}, Victorian, No, 2
0,"$549,000", 6,2 ba,"2,732 sqft",https://www.zillow.com/homedetails/65-95-Sir-Issac-Newton-Rd-Newfane-VT-05345/2078359778_zpid/,1815,"10,378,606 Acres",{},{}," Cottage/Camp,Farmhouse", No, 2
0,"$329,000", 4,1 ba,"1,984 sqft",https://www.zillow.com/homedetails/390-Route-25-West-Topsham-VT-05086/2077601176_zpid/,1855,"5,505,984 Acres",{}, Yes, Farmhouse, No, 3
0,"$475,000", 5,3 ba,"2,648 sqft",https://www.zillow.com/homedetails/65-Todd-Hill-Rd-Bondville-VT-05340/2078729748_zpid/,1983,"52,272 Acres",{},{}, Contemporary, No, 1
0,"$249,000", 3,2 ba,"1,154 sqft",https://www.zillow.com/homedetails/19-Harrington-Rd-Windham-VT-05359/2096820734_zpid/,1963,"30,492 Acres",{},{}, Cape, No, 1
0,"$345,000", 3,2 ba,"1,816 sqft",https://www.zillow.com/homedetails/5877-State-Route-114-Canaan-VT-05903/2076569062_zpid/,1999,"2,160,576 Acres"," Mountain(s), Water", Yes, Chalet, No, 2
0,"$429,000", 4,2 ba,"2,464 sqft",https://www.zillow.com/homedetails/6871-State-Route-12-Bethel-VT-05032/2077338635_zpid/,1961,"130,680 Acres",{},{}, New Englander, No, 2
0,"$825,000", 5,4 ba,"4,200 sqft",https://www.zillow.com/homedetails/103-High-Meadow-Rd-Bondville-VT-05340/2076642520_zpid/,1987,"43,560 Acres",{},{}, Contemporary, No, 2
